name	edition_code	card_number	finish	language	store	price	price_unit	currency	quantity	description	link
Swords to Plowshares	LTC	178	Finish.NON_FOIL	English	MTG Mate	3.0	dollars	AUD	4	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/LTC/178
Swords to Plowshares	LCC	137	Finish.NON_FOIL	English	MTG Mate	3.0	dollars	AUD	4	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/LCC/137
Swords to Plowshares	WOC	78	Finish.NON_FOIL	English	MTG Mate	3.0	dollars	AUD	4	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/WOC/78
Swords to Plowshares	MOC	211	Finish.NON_FOIL	English	MTG Mate	3.0	dollars	AUD	3	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/MOC/211
Swords to Plowshares	PIP	0173	Finish.NON_FOIL	English	Card Kingdom	3.07	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/universes-beyond-fallout/swords-to-plowshares
Swords to Plowshares	BLC	0109	Finish.NON_FOIL	English	Card Kingdom	3.07	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/bloomburrow-commander-decks/swords-to-plowshares
Swords to Plowshares	M3C	0173	Finish.NON_FOIL	English	Card Kingdom	3.07	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/modern-horizons-3-commander-decks/swords-to-plowshares
Swords to Plowshares	LTC	0178	Finish.NON_FOIL	English	Card Kingdom	3.07	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/the-lord-of-the-rings-tales-of-middle-earth-commander-decks/swords-to-plowshares
swords to plowshares	DMR	31	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	11	《Swords to Plowshares》[DMR]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	NCC	211	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	1	《Swords to Plowshares》[NCC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	ONC	89	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	3	《Swords to Plowshares》(089)[ONC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	C16	78	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	2	《Swords to Plowshares》[C16]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	BBD	110	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	5	《Swords to Plowshares》[BBD]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	WOC	78	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	2	(078)《Swords to Plowshares》[WOC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	EMA	32	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	8	《Swords to Plowshares》[EMA]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	TDC	134	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	5	(134)《Swords to Plowshares》[TDC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	LTC	178	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	2	(178)《Swords to Plowshares》[LTC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	NEC	89	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	2	《Swords to Plowshares》[NEC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	DSC	106	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	1	(106)《Swords to Plowshares》[DSC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	CNS	84	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	1	《Swords to Plowshares》[CNS]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	GN3	19	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	14	《Swords to Plowshares》[GN3]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	IMA	36	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	5	《Swords to Plowshares》[IMA]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	WHO	212	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	6	(212)《Swords to Plowshares》[WHO]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	M3C	173	Finish.NON_FOIL	English	Hareruya	3.24	dollars	AUD	1	(173)《Swords to Plowshares》[M3C]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	CNS	084	Finish.NON_FOIL	English	Card Kingdom	3.44	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/conspiracy/swords-to-plowshares
Swords to Plowshares	EMA	032	Finish.NON_FOIL	English	Card Kingdom	3.44	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/eternal-masters/swords-to-plowshares
Swords to Plowshares	TDC	0134	Finish.NON_FOIL	English	Card Kingdom	3.53	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/tarkir-dragonstorm-commander-decks/swords-to-plowshares
Swords to Plowshares	FIC	0256	Finish.NON_FOIL	English	Card Kingdom	3.53	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/final-fantasy-commander-decks/swords-to-plowshares
Swords to Plowshares	BRC	75	Finish.NON_FOIL	English	MTG Mate	4.0	dollars	AUD	1	Swords to Plowshares (Retro Frame)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/BRC/75
Swords to Plowshares	AFC	75	Finish.NON_FOIL	English	MTG Mate	4.0	dollars	AUD	1	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/AFC/75
Swords to Plowshares	PLST	VOC-99	Finish.NON_FOIL	English	MTG Mate	4.0	dollars	AUD	1	Swords to Plowshares (VOC-99)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/PLST/VOC-99
Swords to Plowshares	TDC	134	Finish.NON_FOIL	English	MTG Mate	4.0	dollars	AUD	4	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/TDC/134
Swords to Plowshares	EMA	032	Finish.NON_FOIL	English	Card Kingdom	4.3	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/eternal-masters/swords-to-plowshares
Swords to Plowshares	DMR	031	Finish.FOIL	English	Card Kingdom	4.3	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/dominaria-remastered/swords-to-plowshares-foil
swords to plowshares	STA	10	Finish.NON_FOIL	English	Hareruya	4.32	dollars	AUD	3	《Swords to Plowshares》[STA]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	DRC	37	Finish.NON_FOIL	English	Hareruya	4.32	dollars	AUD	3	(037)《Swords to Plowshares》[DRC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	AFC	75	Finish.NON_FOIL	English	Hareruya	4.32	dollars	AUD	1	《Swords to Plowshares》[AFC]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	4ED	052	Finish.NON_FOIL	English	Card Kingdom	4.62	dollars	AUD	2	Swords to Plowshares	https://www.cardkingdom.com/mtg/4th-edition/swords-to-plowshares
Swords to Plowshares	DMR	031	Finish.FOIL	English	Card Kingdom	5.38	dollars	AUD	7	Swords to Plowshares	https://www.cardkingdom.com/mtg/dominaria-remastered/swords-to-plowshares-foil
swords to plowshares	CMR	627	Finish.NON_FOIL	English	Hareruya	5.4	dollars	AUD	1	■Alternate Frame■《Swords to Plowshares》[CMR-BF]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	BRC	75	Finish.NON_FOIL	English	Hareruya	5.4	dollars	AUD	2	■RetroF■《Swords to Plowshares》[BRC]	https://www.hareruyamtg.com/en/products/detail/96766
swords to plowshares	40K	190	Finish.NON_FOIL	English	Hareruya	5.4	dollars	AUD	6	《Swords to Plowshares》[40K]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	A25	035	Finish.FOIL	English	Card Kingdom	6.15	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/masters-25/swords-to-plowshares-foil
Swords to Plowshares	STA	010	Finish.NON_FOIL	English	Card Kingdom	6.15	dollars	AUD	8	Swords to Plowshares	https://www.cardkingdom.com/mtg/strixhaven-mystical-archive/swords-to-plowshares
Swords to Plowshares	4ED	052	Finish.NON_FOIL	English	Card Kingdom	6.46	dollars	AUD	4	Swords to Plowshares	https://www.cardkingdom.com/mtg/4th-edition/swords-to-plowshares
swords to plowshares	DMR	275	Finish.NON_FOIL	English	Hareruya	6.48	dollars	AUD	5	■RetroF■《Swords to Plowshares》[DMR]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	CMR	627	Finish.NON_FOIL	English	MTG Mate	7.0	dollars	AUD	4	Swords to Plowshares (Extended Art)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/CMR/627
Swords to Plowshares	WHO	212	Finish.FOIL	English	Games District	7.0	dollars	AUD	1	Swords to Plowshares WHO-212-EN-FO-1	https://thegamesdistrict.com/products/Swords-to-Plowshares-Doctor-Who?variant=49475721593119
Swords to Plowshares	EMA	032	Finish.FOIL	English	Card Kingdom	7.38	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/eternal-masters/swords-to-plowshares-foil
Swords to Plowshares	4ED	052	Finish.NON_FOIL	English	Card Kingdom	7.38	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/4th-edition/swords-to-plowshares
Swords to Plowshares	3ED	041	Finish.NON_FOIL	English	Card Kingdom	7.53	dollars	AUD	18	Swords to Plowshares	https://www.cardkingdom.com/mtg/3rd-edition/swords-to-plowshares
Swords to Plowshares	MB2	0153	Finish.NON_FOIL	English	Card Kingdom	7.69	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/mystery-booster-2/swords-to-plowshares
Swords to Plowshares	A25	035	Finish.FOIL	English	Card Kingdom	7.69	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/masters-25/swords-to-plowshares-foil
Swords to Plowshares	ICE	054	Finish.NON_FOIL	English	Card Kingdom	8.47	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/ice-age/swords-to-plowshares
Swords to Plowshares	3ED	041	Finish.NON_FOIL	English	Card Kingdom	8.61	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/3rd-edition/swords-to-plowshares
Swords to Plowshares	CNS	084	Finish.FOIL	English	Card Kingdom	8.61	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/conspiracy/swords-to-plowshares-foil
Swords to Plowshares	SLP	20	Finish.NON_FOIL	English	MTG Mate	9.0	dollars	AUD	1	Swords to Plowshares (Borderless)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/SLP/20
Swords to Plowshares	IMA	036	Finish.FOIL	English	Card Kingdom	9.23	dollars	AUD	2	Swords to Plowshares	https://www.cardkingdom.com/mtg/iconic-masters/swords-to-plowshares-foil
Swords to Plowshares	4ED	052	Finish.NON_FOIL	English	Card Kingdom	9.23	dollars	AUD	12	Swords to Plowshares	https://www.cardkingdom.com/mtg/4th-edition/swords-to-plowshares
Swords to Plowshares	BBD	110	Finish.FOIL	English	Card Kingdom	9.85	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/battlebond/swords-to-plowshares-foil
Swords to Plowshares	STA	10	Finish.FOIL	English	MTG Mate	10.0	dollars	AUD	3	Swords to Plowshares (Showcase)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/STA/10:etched
Swords to Plowshares	3ED	041	Finish.NON_FOIL	English	Card Kingdom	10.77	dollars	AUD	10	Swords to Plowshares	https://www.cardkingdom.com/mtg/3rd-edition/swords-to-plowshares
Swords to Plowshares	PIP	0173	Finish.FOIL	English	Card Kingdom	11.08	dollars	AUD	3	Swords to Plowshares	https://www.cardkingdom.com/mtg/universes-beyond-fallout/swords-to-plowshares-foil
Swords to Plowshares	ICE	054	Finish.NON_FOIL	English	Card Kingdom	11.85	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/ice-age/swords-to-plowshares
Swords to Plowshares	DMR	275	Finish.FOIL	English	MTG Mate	13.0	dollars	AUD	2	Swords to Plowshares (Retro Frame)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/DMR/275:foil
Swords to Plowshares	ICE	054	Finish.NON_FOIL	English	Card Kingdom	13.54	dollars	AUD	20	Swords to Plowshares	https://www.cardkingdom.com/mtg/ice-age/swords-to-plowshares
Swords to Plowshares	ICE	054	Finish.NON_FOIL	English	Card Kingdom	16.93	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/ice-age/swords-to-plowshares
swords to plowshares	CSP	56	Finish.NON_FOIL	English	Hareruya	19.43	dollars	AUD	1	《Swords to Plowshares》[CSP Theme Deck]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	ICE	54	Finish.NON_FOIL	English	MTG Mate	20.0	dollars	AUD	1	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/ICE/54
Swords to Plowshares	STA	73	Finish.NON_FOIL	English	MTG Mate	23.0	dollars	AUD	4	Swords to Plowshares (JPN Alternate Art)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/STA/73:ja
Swords to Plowshares	STA	73	Finish.FOIL	English	MTG Mate	23.0	dollars	AUD	1	Swords to Plowshares (JPN Alternate Art)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/STA/73:etched:ja
Swords to Plowshares	SBLB	54	Finish.NON_FOIL	English	PGS	24.0	dollars	AUD	1	Swords to Plowshares SBLB-54-EN-NF-1	https://progamers.com.au/products/Swords-to-Plowshares-Borderless-Bloomburrow-Special-Guests?variant=49022497292585
swords to plowshares	SPG	54	Finish.NON_FOIL	English	Hareruya	26.99	dollars	AUD	6	(054)■Borderless■《Swords to Plowshares》[SPG]	https://www.hareruyamtg.com/en/products/detail/96766
Swords to Plowshares	SPG	54	Finish.NON_FOIL	English	MTG Mate	30.0	dollars	AUD	1	Swords to Plowshares (Borderless)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/SPG/54
Swords to Plowshares	SPG	0054	Finish.NON_FOIL	English	Card Kingdom	30.8	dollars	AUD	5	Swords to Plowshares	https://www.cardkingdom.com/mtg/special-guests/swords-to-plowshares
Swords to Plowshares	SLD	1021	Finish.NON_FOIL	English	PGS	34.0	dollars	AUD	3	Swords to Plowshares SLD-1021-EN-NF-1	https://progamers.com.au/products/Swords-to-Plowshares-1021-Secret-Lair-Drop-Series?variant=39879878606953
Swords to Plowshares	SLD	1021	Finish.FOIL	English	MTG Mate	40.0	dollars	AUD	2	Swords to Plowshares	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/SLD/1021:foil
Swords to Plowshares	STA	73	Finish.FOIL	English	MTG Mate	43.0	dollars	AUD	4	Swords to Plowshares (JPN Alternate Art)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/STA/73:foil:ja
Swords to Plowshares	SPG	54	Finish.FOIL	English	MTG Mate	65.0	dollars	AUD	1	Swords to Plowshares (Borderless)	https://www.mtgmate.com.au/cards/Swords_to_Plowshares/SPG/54:foil
Swords to Plowshares	2ED	041	Finish.NON_FOIL	English	Card Kingdom	69.32	dollars	AUD	1	Swords to Plowshares	https://www.cardkingdom.com/mtg/unlimited/swords-to-plowshares
Swords to Plowshares	MB2	0153	Finish.FOIL	English	Card Kingdom	77.03	dollars	AUD	5	Swords to Plowshares	https://www.cardkingdom.com/mtg/mystery-booster-2/swords-to-plowshares-foil
Swords to Plowshares	J13	1	Finish.FOIL	English	PGS	79.0	dollars	AUD	1	Swords to Plowshares J13-1-EN-FO-1	https://progamers.com.au/products/Swords-to-Plowshares-Judge-Gift-Cards-2013?variant=29108290650217
